gene_callers_id	source	accession	function	e_value
23682	COG20_FUNCTION	COG3842	ABC-type Fe3+/spermidine/putrescine transport systems, ATPase component (PotA) (PDB:1Z47)	5.4e-83
23682	COG20_CATEGORY	E	Amino acid transport and metabolism	0
23683	COG20_FUNCTION	COG1178	ABC-type Fe3+ transport system, permease component (FbpB)	1.4e-238
23683	COG20_CATEGORY	P	Inorganic ion transport and metabolism	0
23684	COG20_FUNCTION	COG1840	ABC-type Fe3+ transport system, periplasmic component (AfuA) (PDB:6IVY)	1.3e-29
23684	COG20_CATEGORY	P	Inorganic ion transport and metabolism	0
23685	COG20_FUNCTION	COG3176	Putative hemolysin	5.5e-272
23685	COG20_CATEGORY	R	General function prediction only	0
23686	COG20_FUNCTION	COG0624	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase (ArgE) (PDB:1CG2)	1.2e-156
23686	COG20_CATEGORY	E	Amino acid transport and metabolism	0
23686	COG20_PATHWAY	COG0624	Arginine biosynthesis	1.2e-156
23687	COG20_FUNCTION	COG1048	Aconitase A (AcnA) (PDB:1ACO)	0
23687	COG20_CATEGORY	C	Energy production and conversion	0
23687	COG20_PATHWAY	COG1048	Lysine biosynthesisTCA cycle	0
23689	COG20_FUNCTION	COG0405	Gamma-glutamyltranspeptidase (Ggt) (PDB:2Z8I) (PUBMED:16618936)	1.1e-24
23689	COG20_CATEGORY	E	Amino acid transport and metabolism	0
23694	COG20_FUNCTION	COG0439	Biotin carboxylase (AccC) (PDB:1BNC)	2.7e-190
23694	COG20_CATEGORY	I	Lipid transport and metabolism	0
23694	COG20_PATHWAY	COG0439	Fatty acid biosynthesis	2.7e-190
23695	COG20_FUNCTION	COG0002	N-acetyl-gamma-glutamylphosphate reductase (ArgC) (PDB:3DR3)	4.5e-166
23695	COG20_CATEGORY	E	Amino acid transport and metabolism	0
23695	COG20_PATHWAY	COG0002	Arginine biosynthesis	4.5e-166
23696	COG20_FUNCTION	COG0316	Fe-S cluster assembly iron-binding protein IscA (IscA) (PDB:1R94)	1.8e-58
23696	COG20_CATEGORY	O	Posttranslational modification, protein turnover, chaperones	0
23697	COG20_FUNCTION	COG0372	Citrate synthase (GltA) (PDB:3TQG) (PUBMED:25211225)	7.1e-109
23697	COG20_CATEGORY	C	Energy production and conversion	0
23697	COG20_PATHWAY	COG0372	TCA cycle	7.1e-109
23698	COG20_FUNCTION	COG3047	Outer membrane protein OmpW (OmpW) (PDB:2F1T)	7.6e-94
23698	COG20_CATEGORY	M	Cell wall/membrane/envelope biogenesis	0
23699	COG20_FUNCTION	COG2346	Truncated hemoglobin YjbI (YjbI) (PDB:1DLW)	1e-55
23699	COG20_CATEGORY	P	Inorganic ion transport and metabolism	0
23700	COG20_FUNCTION	COG0169	Shikimate 5-dehydrogenase (AroE) (PDB:1NPD)	3.3e-95
23700	COG20_CATEGORY	E	Amino acid transport and metabolism	0
23700	COG20_PATHWAY	COG0169	Aromatic amino acid biosynthesis	3.3e-95
23701	COG20_FUNCTION	COG0663	Carbonic anhydrase or acetyltransferase, isoleucine patch superfamily (PaaY) (PDB:6IVE)	5.1e-73
23701	COG20_CATEGORY	R	General function prediction only	0
23702	COG20_FUNCTION	COG0057	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase (GapA) (PDB:3ZDF)	5.8e-211
23702	COG20_CATEGORY	G	Carbohydrate transport and metabolism	0
23702	COG20_PATHWAY	COG0057	Glycolysis	5.8e-211
23704	COG20_FUNCTION	COG0229	Peptide methionine sulfoxide reductase MsrB (MsrB) (PDB:1L1D)	1.8e-54
23704	COG20_CATEGORY	O	Posttranslational modification, protein turnover, chaperones	0
23705	COG20_FUNCTION	COG0362	6-phosphogluconate dehydrogenase (Gnd) (PDB:2ZYA) (PUBMED:25329577)	9.3e-19
23705	COG20_CATEGORY	G	Carbohydrate transport and metabolism	0
23705	COG20_PATHWAY	COG0362	Pentose phosphate pathway	9.3e-19
23706	COG20_FUNCTION	COG0745	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain (OmpR) (PDB:1XHF)	3.5e-113
23706	COG20_CATEGORY	T!!!K	Signal transduction mechanisms!!!Transcription	0
23707	COG20_FUNCTION	COG4103	Tellurite resistance protein TerB (TerB2) (PDB:2JXU) (PUBMED:23044854)	8.7e-40
23707	COG20_CATEGORY	P	Inorganic ion transport and metabolism	0
23708	COG20_FUNCTION	COG5001	Cyclic di-GMP metabolism protein, combines GGDEF and EAL domains with a 6TM membrane domain	1.2e-54
23708	COG20_CATEGORY	T	Signal transduction mechanisms	0
23709	COG20_FUNCTION	COG1024	Enoyl-CoA hydratase/carnithine racemase (CaiD) (PDB:1DCI)	2.4e-87
23709	COG20_CATEGORY	I	Lipid transport and metabolism	0
23709	COG20_PATHWAY	COG1024	Fatty acid biosynthesis	2.4e-87
23710	COG20_FUNCTION	COG2303	Choline dehydrogenase or related flavoprotein (BetA) (PDB:1B4V)	9.9e-152
23710	COG20_CATEGORY	I!!!R	Lipid transport and metabolism!!!General function prediction only	0
23710	COG20_PATHWAY	COG2303	Non-phosphorylated Entner-Doudoroff pathway	9.9e-152
23711	COG20_FUNCTION	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase (PlsC) (PDB:1IUQ)	5.9e-31
23711	COG20_CATEGORY	I	Lipid transport and metabolism	0
23711	COG20_PATHWAY	COG0204	Phospholipid biosynthesis	5.9e-31
23712	COG20_FUNCTION	COG0008	Glutamyl- or glutaminyl-tRNA synthetase (GlnS) (PDB:1EUQ)	3.1e-258
23712	COG20_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
23712	COG20_PATHWAY	COG0008	Heme biosynthesis	3.1e-258
23713	COG20_FUNCTION	COG2609	Pyruvate dehydrogenase complex, dehydrogenase (E1) component (AceE) (PDB:1L8A)	0
23713	COG20_CATEGORY	C	Energy production and conversion	0
23713	COG20_PATHWAY	COG2609	Pyruvate oxidation	0
23719	COG20_FUNCTION	COG1225	Peroxiredoxin (Bcp) (PDB:5IPH)	3.3e-65
23719	COG20_CATEGORY	O	Posttranslational modification, protein turnover, chaperones	0
23720	COG20_FUNCTION	COG0177	Endonuclease III (Nth) (PDB:4UOB)	7e-109
23720	COG20_CATEGORY	L	Replication, recombination and repair	0
23722	COG20_FUNCTION	COG4166	ABC-type oligopeptide transport system, periplasmic component (OppA) (PDB:1B05)	1e-127
23722	COG20_CATEGORY	E	Amino acid transport and metabolism	0
23723	COG20_FUNCTION	COG0601	ABC-type dipeptide/oligopeptide/nickel transport system, permease component (DppB)	3.4e-114
23723	COG20_CATEGORY	E!!!P	Amino acid transport and metabolism!!!Inorganic ion transport and metabolism	0
23724	COG20_FUNCTION	COG1173	ABC-type dipeptide/oligopeptide/nickel transport system, permease component (DppC)	1.8e-90
23724	COG20_CATEGORY	E!!!P	Amino acid transport and metabolism!!!Inorganic ion transport and metabolism	0
23725	COG20_FUNCTION	COG0697	Permease of the drug/metabolite transporter (DMT) superfamily (RhaT) (PDB:5I20)	1.9e-17
23725	COG20_CATEGORY	G!!!E!!!R	Carbohydrate transport and metabolism!!!Amino acid transport and metabolism!!!General function prediction only	0
23726	COG20_FUNCTION	COG2721	Altronate dehydratase (UxaA) (PDB:6U7L)	5e-158
23726	COG20_CATEGORY	G	Carbohydrate transport and metabolism	0
23727	COG20_FUNCTION	COG0129	Dihydroxyacid dehydratase/phosphogluconate dehydratase (IlvD) (PDB:2GP4)	2e-92
23727	COG20_CATEGORY	E!!!G	Amino acid transport and metabolism!!!Carbohydrate transport and metabolism	0
23727	COG20_PATHWAY	COG0129	Isoleucine, leucine, valine biosynthesis	2e-92
23731	COG20_FUNCTION	COG1472	Periplasmic beta-glucosidase and related glycosidases (BglX) (PDB:2X40)	1.6e-290
23731	COG20_CATEGORY	G	Carbohydrate transport and metabolism	0
23733	COG20_FUNCTION	COG2041	Molybdopterin-dependent catalytic subunit of periplasmic DMSO/TMAO and protein-methionine-sulfoxide reductases (MsrP) (PDB:1OGP) (PUBMED:26641313;32750406)	1.8e-37
23733	COG20_CATEGORY	C	Energy production and conversion	0
23734	COG20_FUNCTION	COG0472	UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N-acetylglucosamine-1-phosphate transferase (Rfe) (PDB:4J72)	7.1e-114
23734	COG20_CATEGORY	M	Cell wall/membrane/envelope biogenesis	0
23734	COG20_PATHWAY	COG0472	Mureine biosynthesis	7.1e-114
23735	COG20_FUNCTION	COG0771	UDP-N-acetylmuramoylalanine-D-glutamate ligase (MurD) (PDB:1E0D)	1.7e-19
23735	COG20_CATEGORY	M	Cell wall/membrane/envelope biogenesis	0
23735	COG20_PATHWAY	COG0771	Mureine biosynthesis	1.7e-19
23736	COG20_FUNCTION	COG0772	Peptodoglycan polymerase FtsW/RodA/SpoVE (FtsW) (PDB:6BAR) (PUBMED:30692671)	2e-31
23736	COG20_CATEGORY	D	Cell cycle control, cell division, chromosome partitioning	0
23740	COG20_FUNCTION	COG4365	Putative cysteine ligase BshC/YllA (bacillithiol biosynthesis) (BshC) (PDB:4WBD) (PUBMED:20308541;25496067)	3.3e-85
23740	COG20_CATEGORY	Q	Secondary metabolites biosynthesis, transport and catabolism	0
23741	COG20_FUNCTION	COG0518!!!COG0519	GMP synthase, glutamine amidotransferase domain (GuaA1) (PDB:4WIM)!!!GMP synthase, PP-ATPase domain/subunit (GuaA2) (PDB:4WIM)	1.1e-266
23741	COG20_CATEGORY	F!!!F	Nucleotide transport and metabolism!!!Nucleotide transport and metabolism	0
23741	COG20_PATHWAY	COG0518!!!COG0519	Purine biosynthesis!!!Purine biosynthesis	1.1e-266
23742	COG20_FUNCTION	COG0683!!!COG1388	ABC-type branched-chain amino acid transport system, periplasmic component (LivK) (PDB:1USG)!!!LysM repeat (LysM) (PDB:1E0G)	6.1e-26
23742	COG20_CATEGORY	E!!!M	Amino acid transport and metabolism!!!Cell wall/membrane/envelope biogenesis	0
23743	COG20_FUNCTION	COG1826	Twin-arginine protein secretion pathway components TatA and TatB (TatA) (PDB:2L16)	1.6e-18
23743	COG20_CATEGORY	U	Intracellular trafficking, secretion, and vesicular transport	0
23744	COG20_FUNCTION	COG1826	Twin-arginine protein secretion pathway components TatA and TatB (TatA) (PDB:2L16)	3.7e-15
23744	COG20_CATEGORY	U	Intracellular trafficking, secretion, and vesicular transport	0
23745	COG20_FUNCTION	COG0537	Purine nucleoside phosphoramidase/Ap4A hydrolase, histidine triade (HIT) family (HinT) (PDB:1AV5) (PUBMED:20934431)	3.7e-37
23745	COG20_CATEGORY	F!!!R	Nucleotide transport and metabolism!!!General function prediction only	0
23746	COG20_FUNCTION	COG0140	Phosphoribosyl-ATP pyrophosphohydrolase (HisI2) (PDB:6J22)	1.8e-36
23746	COG20_CATEGORY	E	Amino acid transport and metabolism	0
23746	COG20_PATHWAY	COG0140	Histidine biosynthesis	1.8e-36
23747	COG20_FUNCTION	COG0139	Phosphoribosyl-AMP cyclohydrolase (HisI1) (PDB:1ZPS)	1e-51
23747	COG20_CATEGORY	E	Amino acid transport and metabolism	0
23747	COG20_PATHWAY	COG0139	Histidine biosynthesis	1e-51
23748	COG20_FUNCTION	COG0107	Imidazole glycerol phosphate synthase subunit HisF (HisF) (PDB:1OX4)	1.3e-117
23748	COG20_CATEGORY	E	Amino acid transport and metabolism	0
23748	COG20_PATHWAY	COG0107	Histidine biosynthesis	1.3e-117
23749	COG20_FUNCTION	COG0106	Phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide (ProFAR) isomerase (HisA) (PDB:4U28)	1.8e-59
23749	COG20_CATEGORY	E	Amino acid transport and metabolism	0
23749	COG20_PATHWAY	COG0106	Histidine biosynthesis	1.8e-59
23750	COG20_FUNCTION	COG0006	Xaa-Pro aminopeptidase (PepP) (PDB:1A16)	1.3e-111
23750	COG20_CATEGORY	E	Amino acid transport and metabolism	0
23751	COG20_FUNCTION	COG0654	2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases (UbiH) (PDB:1BF3)	1.9e-128
23751	COG20_CATEGORY	H!!!C	Coenzyme transport and metabolism!!!Energy production and conversion	0
23751	COG20_PATHWAY	COG0654	Ubiquinone biosynthesis	1.9e-128
23752	COG20_FUNCTION	COG0654	2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases (UbiH) (PDB:1BF3)	8.8e-92
23752	COG20_CATEGORY	H!!!C	Coenzyme transport and metabolism!!!Energy production and conversion	0
23752	COG20_PATHWAY	COG0654	Ubiquinone biosynthesis	8.8e-92
23754	COG20_FUNCTION	COG0318	O-succinylbenzoic acid-CoA ligase MenE or related acyl-CoA synthetase (AMP-forming) (MenE/FadK) (PDB:5EY9) (PUBMED:25151136;27455459)	1.8e-158
23754	COG20_CATEGORY	I	Lipid transport and metabolism	0
23754	COG20_PATHWAY	COG0318	Menaquinone biosynthesis	1.8e-158
23755	COG20_FUNCTION	COG0111	Phosphoglycerate dehydrogenase or related dehydrogenase (SerA) (PDB:3OET)	2.1e-40
23755	COG20_CATEGORY	H	Coenzyme transport and metabolism	0
23755	COG20_PATHWAY	COG0111	Serine biosynthesis	2.1e-40
23759	COG20_FUNCTION	COG1793	ATP-dependent DNA ligase (CDC9) (PDB:1A0I)	1.3e-08
23759	COG20_CATEGORY	L	Replication, recombination and repair	0
23762	COG20_FUNCTION	COG2267	Lysophospholipase, alpha-beta hydrolase superfamily (PldB) (PDB:5O7G)	2.5e-54
23762	COG20_CATEGORY	I	Lipid transport and metabolism	0
23763	COG20_FUNCTION	COG5001	Cyclic di-GMP metabolism protein, combines GGDEF and EAL domains with a 6TM membrane domain	3.2e-183
23763	COG20_CATEGORY	T	Signal transduction mechanisms	0
23764	COG20_FUNCTION	COG4770	Acetyl/propionyl-CoA carboxylase, alpha subunit (PccA) (PDB:3U9S)	1.1e-194
23764	COG20_CATEGORY	I	Lipid transport and metabolism	0
23765	COG20_FUNCTION	COG0665	Glycine/D-amino acid oxidase (deaminating) (DadA) (PDB:3AWI)	6.1e-137
23765	COG20_CATEGORY	E	Amino acid transport and metabolism	0
23766	COG20_FUNCTION	COG0694	Fe-S cluster biogenesis protein NfuA, 4Fe-4S-binding domain (NifU) (PDB:2Z51)	1.1e-51
23766	COG20_CATEGORY	O	Posttranslational modification, protein turnover, chaperones	0
23767	COG20_FUNCTION	COG0114	Fumarate hydratase class II (FumC) (PDB:1KQ7)	1.6e-19
23767	COG20_CATEGORY	C	Energy production and conversion	0
23767	COG20_PATHWAY	COG0114	TCA cycle	1.6e-19
23771	COG20_FUNCTION	COG4785	Lipoprotein NlpI, contains TPR repeats (NlpI) (PDB:5WQL)	6.7e-142
23771	COG20_CATEGORY	M	Cell wall/membrane/envelope biogenesis	0
23772	COG20_FUNCTION	COG0295	Cytidine deaminase (Cdd) (PDB:1AF2)	1.4e-51
23772	COG20_CATEGORY	F	Nucleotide transport and metabolism	0
23772	COG20_PATHWAY	COG0295	Pyrimidine salvage	1.4e-51
23773	COG20_FUNCTION	COG1109	Phosphomannomutase (ManB) (PDB:6MNV)	2.2e-104
23773	COG20_CATEGORY	G	Carbohydrate transport and metabolism	0
23774	COG20_FUNCTION	COG0115	Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase (IlvE) (PDB:1A3G)	5e-84
23774	COG20_CATEGORY	E!!!H	Amino acid transport and metabolism!!!Coenzyme transport and metabolism	0
23774	COG20_PATHWAY	COG0115	Isoleucine, leucine, valine biosynthesis	5e-84
23775	COG20_FUNCTION	COG0438	Glycosyltransferase involved in cell wall bisynthesis (RfaB) (PDB:2IV7)	1.5e-54
23775	COG20_CATEGORY	M	Cell wall/membrane/envelope biogenesis	0
23776	COG20_FUNCTION	COG2113	ABC-type proline/glycine betaine transport system, periplasmic component (ProX) (PDB:1R9L)	1.4e-92
23776	COG20_CATEGORY	E	Amino acid transport and metabolism	0
23777	COG20_FUNCTION	COG4175	ABC-type proline/glycine betaine transport system, ATPase component (ProV)	2.9e-144
23777	COG20_CATEGORY	E	Amino acid transport and metabolism	0
23778	COG20_FUNCTION	COG4176	ABC-type proline/glycine betaine transport system, permease component (ProW)	2.9e-128
23778	COG20_CATEGORY	E	Amino acid transport and metabolism	0
23779	COG20_FUNCTION	COG2202!!!COG3292!!!COG5001	PAS domain (PAS) (PDB:2MWG)!!!Periplasmic ligand-binding sensor domain (PDB:4A2L)!!!Cyclic di-GMP metabolism protein, combines GGDEF and EAL domains with a 6TM membrane domain	5.5e-304
23779	COG20_CATEGORY	T!!!T!!!T	Signal transduction mechanisms!!!Signal transduction mechanisms!!!Signal transduction mechanisms	0
23780	COG20_FUNCTION	COG1894!!!COG1905	NADH:ubiquinone oxidoreductase, NADH-binding 51 kD subunit (chain F) (NuoF) (PDB:2FUG)!!!NADH:ubiquinone oxidoreductase 24 kD subunit (chain E) (NuoE) (PDB:5XF9)	3.2e-178
23780	COG20_CATEGORY	C!!!C	Energy production and conversion!!!Energy production and conversion	0
23780	COG20_PATHWAY	COG1894!!!COG1905	NADH dehydrogenase!!!NADH dehydrogenase	3.2e-178
23781	COG20_FUNCTION	COG1526	Formate dehydrogenase assembly factor FdhD, a sulfurtransferase (FdhD) (PDB:2PW9)	1.7e-126
23781	COG20_CATEGORY	C	Energy production and conversion	0
23782	COG20_FUNCTION	COG2759	Formyltetrahydrofolate synthetase (MIS1) (PDB:1EG7)	3.1e-135
23782	COG20_CATEGORY	F	Nucleotide transport and metabolism	0
23784	COG20_FUNCTION	COG0479	Succinate dehydrogenase/fumarate reductase, Fe-S protein subunit (SdhB/FrdB) (PDB:6LUM)	2.1e-112
23784	COG20_CATEGORY	C	Energy production and conversion	0
23784	COG20_PATHWAY	COG0479	TCA cycle	2.1e-112
23785	COG20_FUNCTION	COG1485	Cell division protein ZapE (Z ring-associated ATPase), AFG1 superfamily (ZapE)	2.6e-76
23785	COG20_CATEGORY	D	Cell cycle control, cell division, chromosome partitioning	0
23786	COG20_FUNCTION	COG0039	Malate/lactate dehydrogenase (Mdh) (PDB:4WLO)	2e-109
23786	COG20_CATEGORY	C	Energy production and conversion	0
23786	COG20_PATHWAY	COG0039	TCA cycle	2e-109
23787	COG20_FUNCTION	COG1280	Threonine/homoserine/homoserine lactone efflux protein (RhtB)	5.5e-07
23787	COG20_CATEGORY	E	Amino acid transport and metabolism	0
23788	COG20_FUNCTION	COG0220	tRNA G46 N7-methylase TrmB (TrmB) (PDB:1YZH) (PUBMED:19373903;16600901)	1.3e-102
23788	COG20_CATEGORY	J	Translation, ribosomal structure and biogenesis	0
23788	COG20_PATHWAY	COG0220	tRNA modification	1.3e-102
23789	COG20_FUNCTION	COG5002	Sensor histidine kinase WalK (WalK) (PDB:4I5S)	4.3e-116
23789	COG20_CATEGORY	T	Signal transduction mechanisms	0
23790	COG20_FUNCTION	COG0745	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain (OmpR) (PDB:1XHF)	2.3e-97
23790	COG20_CATEGORY	T!!!K	Signal transduction mechanisms!!!Transcription	0
23794	COG20_FUNCTION	COG0207	Thymidylate synthase (ThyA) (PDB:1AN5)	3.5e-132
23794	COG20_CATEGORY	F	Nucleotide transport and metabolism	0
23794	COG20_PATHWAY	COG0207	Thymidylate biosynthesis	3.5e-132
23795	COG20_FUNCTION	COG0262	Dihydrofolate reductase (FolA) (PDB:1DDR)	1.4e-59
23795	COG20_CATEGORY	H	Coenzyme transport and metabolism	0
23795	COG20_PATHWAY	COG0262	Folate biosynthesis	1.4e-59
23796	COG20_FUNCTION	COG0331	Malonyl CoA-acyl carrier protein transacylase (FabD) (PDB:1YXC)	8.7e-126
23796	COG20_CATEGORY	I	Lipid transport and metabolism	0
23796	COG20_PATHWAY	COG0331	Fatty acid biosynthesis	8.7e-126
23797	COG20_FUNCTION	COG0597	Lipoprotein signal peptidase (LspA) (PDB:5DIR)	4.2e-28
23797	COG20_CATEGORY	M!!!U	Cell wall/membrane/envelope biogenesis!!!Intracellular trafficking, secretion, and vesicular transport	0
23798	COG20_FUNCTION	COG0777	Acetyl-CoA carboxylase beta subunit (AccD) (PDB:2F9I)	1e-94
23798	COG20_CATEGORY	I	Lipid transport and metabolism	0
23798	COG20_PATHWAY	COG0777	Fatty acid biosynthesis	1e-94
23799	COG20_FUNCTION	COG0159	Tryptophan synthase alpha chain (TrpA) (PDB:6HUL)	5.3e-58
23799	COG20_CATEGORY	E	Amino acid transport and metabolism	0
23799	COG20_PATHWAY	COG0159	Aromatic amino acid biosynthesis	5.3e-58
23800	COG20_FUNCTION	COG0133	Tryptophan synthase beta chain (TrpB) (PDB:2DH5)	7.4e-145
23800	COG20_CATEGORY	E	Amino acid transport and metabolism	0
23800	COG20_PATHWAY	COG0133	Aromatic amino acid biosynthesis	7.4e-145
23801	COG20_FUNCTION	COG1225	Peroxiredoxin (Bcp) (PDB:5IPH)	4.1e-67
23801	COG20_CATEGORY	O	Posttranslational modification, protein turnover, chaperones	0
23802	COG20_FUNCTION	COG2827	Predicted endonuclease, GIY-YIG superfamily (YhbQ) (PDB:1YWL)	2.8e-30
23802	COG20_CATEGORY	L	Replication, recombination and repair	0
23803	COG20_FUNCTION	COG2814	Predicted arabinose efflux permease AraJ, MFS family (AraJ) (PDB:4LDS)	8.6e-66
23803	COG20_CATEGORY	G	Carbohydrate transport and metabolism	0
23805	COG20_FUNCTION	COG0111	Phosphoglycerate dehydrogenase or related dehydrogenase (SerA) (PDB:3OET)	6.2e-68
23805	COG20_CATEGORY	H	Coenzyme transport and metabolism	0
23805	COG20_PATHWAY	COG0111	Serine biosynthesis	6.2e-68
23806	COG20_FUNCTION	COG1129	ABC-type sugar transport system, ATPase component (MglA)	3.4e-91
23806	COG20_CATEGORY	G	Carbohydrate transport and metabolism	0
23807	COG20_FUNCTION	COG1172	Ribose/xylose/arabinose/galactoside ABC-type transport system, permease component (AraH)	1e-90
23807	COG20_CATEGORY	G	Carbohydrate transport and metabolism	0
23811	COG20_FUNCTION	COG0512	Anthranilate/para-aminobenzoate synthase component II (glutamine amidotransferase) (PabA) (PDB:1I1Q)	3.1e-64
23811	COG20_CATEGORY	E!!!H	Amino acid transport and metabolism!!!Coenzyme transport and metabolism	0
23811	COG20_PATHWAY	COG0512	Aromatic amino acid biosynthesis	3.1e-64
23812	COG20_FUNCTION	COG0607	Rhodanese-related sulfurtransferase (PspE) (PDB:1TQ1)	3.3e-51
23812	COG20_CATEGORY	P	Inorganic ion transport and metabolism	0
23812	COG20_PATHWAY	COG0607	Urea cycle	3.3e-51
23813	COG20_FUNCTION	COG0240	Glycerol-3-phosphate dehydrogenase (GpsA) (PDB:1EVY)	2.2e-138
23813	COG20_CATEGORY	C	Energy production and conversion	0
23813	COG20_PATHWAY	COG0240	Isoprenoid biosynthesis	2.2e-138
23814	COG20_FUNCTION	COG1132	ABC-type multidrug transport system, ATPase and permease component (MdlB) (PDB:2HYD)	2.3e-109
23814	COG20_CATEGORY	V	Defense mechanisms	0
23815	COG20_FUNCTION	COG2911	Autotransporter translocation and assembly protein TamB (TamB) (PDB:5VTG)	3.4e-255
23815	COG20_CATEGORY	U	Intracellular trafficking, secretion, and vesicular transport	0
23816	COG20_FUNCTION	COG1835	Peptidoglycan/LPS O-acetylase OafA/YrhL, contains acyltransferase and SGNH-hydrolase domains (OafA)	6.4e-53
23816	COG20_CATEGORY	M	Cell wall/membrane/envelope biogenesis	0
23817	COG20_FUNCTION	COG2931	Ca2+-binding protein, RTX toxin-related (PDB:1AF0) (PUBMED:15135544)	4.7e-12
23817	COG20_CATEGORY	Q	Secondary metabolites biosynthesis, transport and catabolism	0
23818	COG20_FUNCTION	COG2963	Transposase InsE and inactivated derivatives (InsE) (PDB:2JN6) (PUBMED:23818957)	2.2e-28
23818	COG20_CATEGORY	X	Mobilome: prophages, transposons	0
23819	COG20_FUNCTION	COG2801	Transposase InsO and inactivated derivatives (Tra5)	2e-108
23819	COG20_CATEGORY	X	Mobilome: prophages, transposons	0
